doc_id,sentence_id,token,ner_label
0,6,from,O
0,6,the,O
0,6,sky,O
0,6,",",O
0,6,and,O
0,6,thus,O
0,6,the,O
0,6,earth,O
0,6,was,O
0,6,made,O
0,6,.,O
0,7,And,O
0,7,then,O
0,7,",",O
0,7,when,O
0,7,the,O
0,7,earth,O
0,7,was,O
0,7,made,O
0,7,",",O
0,7,came,O
0,7,men,O
0,7,.,O
0,8,It,O
0,8,is,O
0,8,said,O
0,8,that,O
0,8,they,O
0,8,came,O
0,8,forth,O
0,8,out,O
0,8,of,O
0,8,the,O
0,8,earth,O
0,8,.,O
0,9,Little,O
0,9,children,O
0,9,came,O
0,9,out,O
0,9,of,O
0,9,the,O
0,9,earth,O
0,9,.,O
0,10,They,O
0,10,came,O
0,10,forth,O
0,10,from,O
0,10,among,O
0,10,the,O
0,10,willow,O
0,10,bushes,O
0,10,",",O
0,10,all,O
0,10,covered,O
0,10,with,O
0,10,willow,O
0,10,leaves,O
0,10,.,O
0,11,And,O
0,11,there,O
0,11,they,O
0,11,lay,O
0,11,among,O
0,11,the,O
0,11,little,O
0,11,bushes,O
0,11,:,O
0,11,lay,O
0,11,and,O
0,11,kicked,O
0,11,",",O
0,11,for,O
0,11,they,O
0,11,could,O
0,11,not,O
0,11,even,O
0,11,crawl,O
0,11,.,O
0,12,And,O
0,12,they,O
0,12,got,O
0,12,their,O
0,12,food,O
0,12,from,O
0,12,the,O
0,12,earth,O
0,12,.,O
0,13,Then,O
0,13,there,O
0,13,is,O
0,13,something,O
0,13,about,O
0,13,a,O
0,13,man,O
0,13,and,O
0,13,a,O
0,13,woman,O
0,13,",",O
0,13,but,O
0,13,what,O
0,13,of,O
0,13,them,O
0,13,?,O
0,14,It,O
0,14,is,O
0,14,not,O
0,14,clearly,O
0,14,known,O
0,14,.,O
0,15,When,O
0,15,did,O
0,15,they,O
0,15,find,O
0,15,each,O
0,15,other,O
0,15,",",O
0,15,and,O
0,15,when,O
0,15,had,O
0,15,they,O
0,15,grown,O
0,15,up,O
0,15,?,O
0,16,I,O
0,16,do,O
0,16,not,O
0,16,know,O
0,16,.,O
0,17,But,O
0,17,the,O
0,17,woman,O
0,17,sewed,O
0,17,",",O
0,17,and,O
0,17,made,O
0,17,children,O
0,17,'s,O
0,17,clothes,O
0,17,",",O
0,17,and,O
0,17,wandered,O
0,17,forth,O
0,17,.,O
0,18,And,O
0,18,she,O
0,18,found,O
0,18,little,O
0,18,children,O
0,18,",",O
0,18,and,O
0,18,dressed,O
0,18,them,O
0,18,in,O
0,18,the,O
0,18,clothes,O
0,18,",",O
0,18,and,O
0,18,brought,O
0,18,them,O
0,18,home,O
0,18,.,O
0,19,And,O
0,19,in,O
0,19,this,O
0,19,way,O
0,19,men,O
0,19,grew,O
0,19,to,O
0,19,be,O
0,19,many,O
0,19,.,O
0,20,And,O
0,20,being,O
0,20,now,O
0,20,so,O
0,20,many,O
0,20,",",O
0,20,they,O
0,20,desired,O
0,20,to,O
0,20,have,O
0,20,dogs,O
0,20,.,O
0,21,So,O
0,21,a,O
0,21,man,O
0,21,went,O
0,21,out,O
0,21,with,O
0,21,a,O
0,21,dog,O
0,21,leash,O
0,21,in,O
0,21,his,O
0,21,hand,O
0,21,",",O
0,21,and,O
0,21,began,O
0,21,to,O
0,21,stamp,O
0,21,on,O
0,21,the,O
0,21,ground,O
0,21,",",O
0,21,crying,O
0,21,“,O
0,21,Hok-hok-hok,O
0,21,!,O
0,21,”,O
0,21,Then,O
0,21,the,O
0,21,dogs,O
0,21,came,O
0,21,hurrying,O
0,21,out,O
0,21,from,O
0,21,the,O
0,21,hummocks,O
0,21,",",O
0,21,and,O
0,21,shook,O
0,21,themselves,O
0,21,violently,O
0,21,",",O
0,21,for,O
0,21,their,O
0,21,coats,O
0,21,were,O
0,21,full,O
0,21,of,O
0,21,sand,O
0,21,.,O
0,22,Thus,O
0,22,men,O
0,22,found,O
0,22,dogs,O
0,22,.,O
0,23,But,O
0,23,then,O
0,23,children,O
0,23,began,O
0,23,to,O
0,23,be,O
0,23,born,O
0,23,",",O
0,23,and,O
0,23,men,O
0,23,grew,O
0,23,to,O
0,23,be,O
0,23,very,O
0,23,many,O
0,23,on,O
0,23,the,O
0,23,earth,O
0,23,.,O
0,24,They,O
0,24,knew,O
0,24,nothing,O
0,24,of,O
0,24,death,O
0,24,in,O
0,24,those,O
0,24,days,O
0,24,",",O
0,24,a,O
0,24,long,O
0,24,",",O
0,24,long,O
0,24,time,O
0,24,ago,O
0,24,",",O
0,24,and,O
0,24,grew,O
0,24,to,O
0,24,be,O
0,24,very,O
0,24,old,O
0,24,.,O
0,25,At,O
0,25,last,O
0,25,they,O
0,25,could,O
0,25,not,O
0,25,walk,O
0,25,",",O
0,25,but,O
0,25,went,O
0,25,blind,O
0,25,",",O
0,25,and,O
0,25,could,O
0,25,not,O
0,25,lie,O
0,25,down,O
0,25,.,O
0,26,Neither,O
0,26,did,O
0,26,they,O
0,26,know,O
0,26,the,O
0,26,sun,O
0,26,",",O
0,26,but,O
0,26,lived,O
0,26,in,O
0,26,the,O
0,26,dark,O
0,26,.,O
0,27,No,O
0,27,day,O
0,27,ever,O
0,27,dawned,O
0,27,.,O
0,28,Only,O
0,28,inside,O
0,28,their,O
0,28,houses,O
0,28,was,O
0,28,there,O
0,28,ever,O
0,28,light,O
0,28,",",O
0,28,and,O
0,28,they,O
0,28,burned,O
0,28,water,O
0,28,in,O
0,28,their,O
0,28,lamps,O
0,28,",",O
0,28,for,O
0,28,in,O
0,28,those,O
0,28,days,O
0,28,water,O
0,28,would,O
0,28,burn,O
0,28,.,O
0,29,But,O
0,29,these,O
0,29,men,O
0,29,who,O
0,29,did,O
0,29,not,O
0,29,know,O
0,29,how,O
0,29,to,O
0,29,die,O
0,29,",",O
0,29,they,O
0,29,grew,O
0,29,to,O
0,29,be,O
0,29,too,O
0,29,many,O
0,29,",",O
0,29,and,O
0,29,crowded,O
0,29,the,O
0,29,earth,O
0,29,.,O
0,30,And,O
0,30,then,O
0,30,there,O
0,30,came,O
0,30,a,O
0,30,mighty,O
0,30,flood,O
0,30,from,O
0,30,the,O
0,30,sea,O
0,30,.,O
0,31,Many,O
0,31,were,O
0,31,drowned,O
0,31,",",O
0,31,and,O
0,31,men,O
0,31,grew,O
0,31,fewer,O
0,31,.,O
0,32,We,O
0,32,can,O
0,32,still,O
0,32,see,O
0,32,marks,O
0,32,of,O
0,32,that,O
0,32,great,O
0,32,flood,O
0,32,",",O
0,32,on,O
0,32,the,O
0,32,high,O
0,32,hill-tops,O
0,32,",",O
0,32,where,O
0,32,mussel,O
0,32,shells,O
0,32,may,O
0,32,often,O
0,32,be,O
0,32,found,O
0,32,.,O
0,33,And,O
0,33,now,O
0,33,that,O
0,33,men,O
0,33,had,O
0,33,begun,O
0,33,to,O
0,33,be,O
0,33,fewer,O
0,33,",",O
0,33,two,O
0,33,old,O
0,33,women,O
0,33,began,O
0,33,to,O
0,33,speak,O
0,33,thus,O
0,33,:,O
0,33,“,O
0,33,Better,O
0,33,to,O
0,33,be,O
0,33,without,O
0,33,day,O
0,33,",",O
0,33,if,O
0,33,thus,O
0,33,we,O
0,33,may,O
0,33,be,O
0,33,without,O
0,33,death,O
0,33,",",O
0,33,”,O
0,33,said,O
0,33,the,O
0,33,one,O
0,33,.,O
0,34,“,O
0,34,No,O
0,34,;,O
0,34,let,O
0,34,us,O
0,34,have,O
0,34,both,O
0,34,light,O
0,34,and,O
0,34,death,O
0,34,",",O
0,34,”,O
0,34,said,O
0,34,the,O
0,34,other,O
0,34,.,O
0,35,And,O
0,35,when,O
0,35,the,O
0,35,old,O
0,35,woman,O
0,35,had,O
0,35,spoken,O
0,35,these,O
0,35,words,O
0,35,",",O
0,35,it,O
0,35,was,O
0,35,as,O
0,35,she,O
0,35,had,O
0,35,wished,O
0,35,.,O
0,36,Light,O
0,36,came,O
0,36,",",O
0,36,and,O
0,36,death,O
0,36,.,O
0,37,It,O
0,37,is,O
0,37,said,O
0,37,",",O
0,37,that,O
0,37,when,O
0,37,the,O
0,37,first,O
0,37,man,O
0,37,died,O
0,37,",",O
0,37,others,O
0,37,covered,O
0,37,up,O
0,37,the,O
0,37,body,O
0,37,with,O
0,37,stones,O
0,37,.,O
0,38,But,O
0,38,the,O
0,38,body,O
0,38,came,O
0,38,back,O
0,38,again,O
0,38,",",O
0,38,not,O
0,38,knowing,O
0,38,rightly,O
0,38,how,O
0,38,to,O
0,38,die,O
0,38,.,O
0,39,It,O
0,39,stuck,O
0,39,out,O
0,39,its,O
0,39,head,O
0,39,from,O
0,39,the,O
0,39,bench,O
0,39,",",O
0,39,and,O
0,39,tried,O
0,39,to,O
0,39,get,O
0,39,up,O
0,39,.,O
0,40,But,O
0,40,an,O
0,40,old,O
0,40,woman,O
0,40,thrust,O
0,40,it,O
0,40,back,O
0,40,",",O
0,40,and,O
0,40,said,O
0,40,:,O
0,40,“,O
0,40,We,O
0,40,have,O
0,40,much,O
0,40,to,O
0,40,carry,O
0,40,",",O
0,40,and,O
0,40,our,O
0,40,sledges,O
0,40,are,O
0,40,small.,O
0,40,”,O
0,40,For,O
0,40,they,O
0,40,were,O
0,40,about,O
0,40,to,O
0,40,set,O
0,40,out,O
0,40,on,O
0,40,a,O
0,40,hunting,O
0,40,journey,O
0,40,.,O
0,41,And,O
0,41,so,O
0,41,the,O
0,41,dead,O
0,41,one,O
0,41,was,O
0,41,forced,O
0,41,to,O
0,41,go,O
0,41,back,O
0,41,to,O
0,41,the,O
0,41,mound,O
0,41,of,O
0,41,stones,O
0,41,.,O
0,42,And,O
0,42,now,O
0,42,",",O
0,42,after,O
0,42,men,O
0,42,had,O
0,42,got,O
0,42,light,O
0,42,on,O
0,42,their,O
0,42,earth,O
0,42,",",O
0,42,they,O
0,42,were,O
0,42,able,O
0,42,to,O
0,42,go,O
0,42,on,O
0,42,journeys,O
0,42,",",O
0,42,and,O
0,42,to,O
0,42,hunt,O
0,42,",",O
0,42,and,O
0,42,no,O
0,42,longer,O
0,42,needed,O
0,42,to,O
0,42,eat,O
0,42,of,O
0,42,the,O
0,42,earth,O
0,42,.,O
0,43,And,O
0,43,with,O
0,43,death,O
0,43,came,O
0,43,also,O
0,43,the,O
0,43,sun,O
0,43,",",O
0,43,moon,O
0,43,and,O
0,43,stars,O
0,43,.,O
0,44,For,O
0,44,when,O
0,44,men,O
0,44,die,O
0,44,",",O
0,44,they,O
0,44,go,O
0,44,up,O
0,44,into,O
0,44,the,O
0,44,sky,O
0,44,and,O
0,44,become,O
0,44,brightly,O
0,44,shining,O
0,44,things,O
0,44,there,O
0,44,.,O
1,0,Nukúnguasik,B-PER
1,0,",",O
1,0,it,O
1,0,is,O
1,0,said,O
1,0,",",O
1,0,had,O
1,0,land,O
1,0,in,O
1,0,a,O
1,0,place,O
1,0,with,O
1,0,many,O
1,0,brothers,O
1,0,.,O
1,1,When,O
1,1,the,O
1,1,brothers,O
1,1,made,O
1,1,a,O
1,1,catch,O
1,1,",",O
1,1,they,O
1,1,gave,O
1,1,him,O
1,1,meat,O
1,1,for,O
1,1,the,O
1,1,pot,O
1,1,;,O
1,1,he,O
1,1,himself,O
1,1,had,O
1,1,no,O
1,1,wife,O
1,1,.,O
1,2,One,O
1,2,day,O
1,2,he,O
1,2,rowed,O
1,2,northward,O
1,2,in,O
1,2,his,O
1,2,kayak,O
1,2,",",O
1,2,and,O
1,2,suddenly,O
1,2,he,O
1,2,took,O
1,2,it,O
1,2,into,O
1,2,his,O
1,2,head,O
1,2,to,O
1,2,row,O
1,2,over,O
1,2,to,O
1,2,a,O
1,2,big,O
1,2,island,O
1,2,which,O
1,2,he,O
1,2,had,O
1,2,never,O
1,2,visited,O
1,2,before,O
1,2,",",O
1,2,and,O
1,2,now,O
1,2,wished,O
1,2,to,O
1,2,see,O
1,2,.,O
1,3,He,O
1,3,landed,O
1,3,",",O
1,3,and,O
1,3,went,O
1,3,up,O
1,3,to,O
1,3,look,O
1,3,at,O
1,3,the,O
1,3,land,O
1,3,",",O
1,3,and,O
1,3,it,O
1,3,was,O
1,3,very,O
1,3,beautiful,O
1,3,there,O
1,3,.,O
1,4,And,O
1,4,here,O
1,4,he,O
1,4,came,O
1,4,upon,O
1,4,the,O
1,4,middle,O
1,4,one,O
1,4,of,O
1,4,many,O
1,4,brothers,O
1,4,",",O
1,4,busy,O
1,4,with,O
1,4,something,O
1,4,or,O
1,4,other,O
1,4,down,O
1,4,in,O
1,4,a,O
1,4,hollow,O
1,4,",",O
1,4,and,O
1,4,whispering,O
1,4,all,O
1,4,the,O
1,4,time,O
1,4,.,O
1,5,So,O
1,5,he,O
1,5,crawled,O
1,5,stealthily,O
1,5,towards,O
1,5,him,O
1,5,",",O
1,5,and,O
1,5,when,O
1,5,he,O
1,5,had,O
1,5,come,O
1,5,closer,O
1,5,",",O
1,5,he,O
1,5,heard,O
1,5,him,O
1,5,whispering,O
1,5,these,O
1,5,words,O
1,5,:,O
1,5,“,O
1,5,You,O
1,5,are,O
1,5,to,O
1,5,bite,O
1,5,Nukúnguasik,B-PER
1,5,to,O
1,5,death,O
1,5,;,O
1,5,you,O
1,5,are,O
1,5,to,O
1,5,bite,O
1,5,Nukúnguasik,B-PER
1,5,to,O
1,5,death.,O
1,5,”,O
1,5,And,O
1,5,then,O
1,5,it,O
1,5,was,O
1,5,clear,O
1,5,that,O
1,5,he,O
1,5,was,O
1,5,making,O
1,5,a,O
1,5,Tupilak,B-MISC
1,5,",",O
1,5,and,O
1,5,stood,O
1,5,there,O
1,5,now,O
1,5,telling,O
1,5,it,O
1,5,what,O
1,5,to,O
1,5,do,O
1,5,.,O
1,6,But,O
1,6,suddenly,O
1,6,Nukúnguasik,B-PER
1,6,slapped,O
1,6,him,O
1,6,on,O
1,6,the,O
1,6,side,O
1,6,and,O
1,6,said,O
1,6,:,O
1,6,“,O
1,6,But,O
1,6,where,O
1,6,is,O
1,6,this,O
1,6,Nukúnguasik,B-PER
1,6,?,O
1,6,”,O
1,6,And,O
1,6,the,O
1,6,man,O
1,6,was,O
1,6,so,O
1,6,frightened,O
1,6,at,O
1,6,this,O
1,6,that,O
1,6,he,O
1,6,fell,O
1,6,down,O
1,6,dead,O
1,6,.,O
1,7,And,O
1,7,then,O
1,7,Nukúnguasik,B-PER
1,7,saw,O
1,7,that,O
1,7,the,O
1,7,man,O
1,7,had,O
1,7,been,O
1,7,letting,O
1,7,the,O
1,7,Tupilak,B-MISC
1,7,sniff,O
1,7,at,O
1,7,his,O
1,7,body,O
1,7,.,O
1,8,And,O
1,8,the,O
1,8,Tupilak,B-MISC
1,8,was,O
1,8,now,O
1,8,alive,O
1,8,",",O
1,8,and,O
1,8,lay,O
1,8,there,O
1,8,sniffing,O
1,8,.,O
1,9,But,O
1,9,Nukúnguasik,B-PER
1,9,",",O
1,9,being,O
1,9,afraid,O
1,9,of,O
1,9,the,O
1,9,Tupilak,B-MISC
1,9,",",O
1,9,went,O
1,9,away,O
1,9,without,O
1,9,trying,O
1,9,to,O
1,9,harm,O
1,9,it,O
1,9,.,O
1,10,Now,O
1,10,he,O
1,10,rowed,O
1,10,home,O
1,10,",",O
1,10,and,O
1,10,there,O
1,10,the,O
1,10,many,O
1,10,brothers,O
1,10,were,O
1,10,waiting,O
1,10,in,O
1,10,vain,O
1,10,for,O
1,10,the,O
1,10,middle,O
1,10,one,O
1,10,to,O
1,10,return,O
1,10,.,O
1,11,At,O
1,11,last,O
1,11,the,O
1,11,day,O
1,11,dawned,O
1,11,",",O
1,11,and,O
1,11,still,O
1,11,he,O
1,11,had,O
1,11,not,O
1,11,come,O
1,11,.,O
1,12,And,O
1,12,daylight,O
1,12,came,O
1,12,",",O
1,12,and,O
1,12,then,O
1,12,as,O
1,12,they,O
1,12,were,O
1,12,preparing,O
1,12,to,O
1,12,go,O
1,12,out,O
1,12,in,O
1,12,search,O
1,12,of,O
1,12,him,O
1,12,",",O
1,12,the,O
1,12,eldest,O
1,12,of,O
1,12,them,O
1,12,said,O
1,12,to,O
1,12,Nukúnguasik,B-PER
1,12,:,O
1,12,“,O
1,12,Nukúnguasik,B-PER
1,12,",",O
1,12,come,O
1,12,with,O
1,12,us,O
1,12,;,O
1,12,we,O
1,12,must,O
1,12,search,O
1,12,for,O
1,12,him.,O
1,12,”,O
1,12,And,O
1,12,so,O
1,12,Nukúnguasik,B-PER
1,12,went,O
1,12,with,O
1,12,them,O
1,12,",",O
1,12,but,O
1,12,as,O
1,12,they,O
1,12,found,O
1,12,nothing,O
1,12,",",O
1,12,he,O
1,12,said,O
1,12,:,O
1,12,Making,O
1,12,a,O
1,12,tupilak,B-MISC
1,12,.,O
1,13,Note,O
1,13,the,O
1,13,bones,O
1,13,of,O
1,13,various,O
1,13,animals,O
1,13,used,O
1,13,.,O
1,14,The,O
1,14,monster,O
1,14,is,O
1,14,on,O
1,14,the,O
1,14,point,O
1,14,of,O
1,14,coming,O
1,14,to,O
1,14,life,O
1,14,.,O
1,15,To,O
1,15,face,O
1,15,p.,O
1,15,18,O
1,15,“,O
1,15,Would,O
1,15,it,O
1,15,not,O
1,15,be,O
1,15,well,O
1,15,to,O
1,15,go,O
1,15,and,O
1,15,make,O
1,15,search,O
1,15,over,O
1,15,on,O
1,15,that,O
1,15,island,O
1,15,",",O
1,15,where,O
1,15,no,O
1,15,one,O
1,15,ever,O
1,15,goes,O
1,15,?,O
1,15,”,O
1,15,And,O
1,15,having,O
1,15,gone,O
1,15,on,O
1,15,to,O
1,15,the,O
1,15,island,O
1,15,",",O
1,15,Nukúnguasik,B-PER
1,15,said,O
1,15,:,O
1,15,“,O
1,15,Now,O
1,15,you,O
1,15,can,O
1,15,go,O
1,15,and,O
1,15,look,O
1,15,on,O
1,15,the,O
1,15,southern,O
1,15,side.,O
1,15,”,O
1,15,When,O
1,15,the,O
1,15,brothers,O
1,15,reached,O
1,15,the,O
1,15,place,O
1,15,",",O
1,15,he,O
1,15,heard,O
1,15,them,O
1,15,cry,O
1,15,out,O
1,15,",",O
1,15,and,O
1,15,the,O
1,15,eldest,O
1,15,said,O
1,15,:,O
1,15,“,O
1,15,O,O
1,15,wretched,O
1,15,one,O
1,15,!,O
1,16,Why,O
1,16,did,O
1,16,you,O
1,16,ever,O
1,16,meddle,O
1,16,with,O
1,16,such,O
1,16,a,O
1,16,thing,O
1,16,as,O
1,16,this,O
1,16,!,O
1,16,”,O
1,16,And,O
1,16,they,O
1,16,could,O
1,16,be,O
1,16,heard,O
1,16,weeping,O
1,16,all,O
1,16,together,O
1,16,about,O
1,16,the,O
1,16,dead,O
1,16,man,O
1,16,.,O
1,17,And,O
1,17,now,O
1,17,Nukúnguasik,B-PER
1,17,went,O
1,17,up,O
1,17,to,O
1,17,them,O
1,17,",",O
1,17,and,O
1,17,there,O
1,17,lay,O
1,17,the,O
1,17,Tupilak,B-MISC
1,17,",",O
1,17,still,O
1,17,alive,O
1,17,",",O
1,17,and,O
1,17,nibbling,O
1,17,at,O
1,17,the,O
1,17,body,O
1,17,of,O
1,17,the,O
1,17,dead,O
1,17,man,O
1,17,.,O
1,18,But,O
1,18,the,O
1,18,brothers,O
1,18,buried,O
1,18,him,O
1,18,there,O
1,18,",",O
1,18,making,O
1,18,a,O
1,18,mound,O
1,18,of,O
1,18,stones,O
1,18,above,O
1,18,him,O
1,18,.,O
1,19,And,O
1,19,then,O
1,19,they,O
1,19,went,O
1,19,home,O
1,19,.,O
1,20,Nukúnguasik,B-PER
1,20,lived,O
1,20,there,O
1,20,as,O
1,20,the,O
1,20,oldest,O
1,20,in,O
1,20,the,O
1,20,place,O
1,20,",",O
1,20,and,O
1,20,died,O
1,20,at,O
1,20,last,O
1,20,after,O
1,20,many,O
1,20,years,O
1,20,.,O
1,21,Here,O
1,21,I,O
1,21,end,O
1,21,this,O
1,21,story,O
1,21,:,O
1,21,I,O
1,21,know,O
1,21,no,O
1,21,more,O
1,21,.,O
2,0,A,O
2,0,strong,O
2,0,man,O
2,0,had,O
2,0,land,O
2,0,at,O
2,0,Ikerssuaq,B-LOC
2,0,.,O
2,1,The,O
2,1,only,O
2,1,other,O
2,1,one,O
2,1,there,O
2,1,was,O
2,1,an,O
2,1,old,O
2,1,man,O
2,1,",",O
2,1,one,O
2,1,who,O
2,1,lived,O
2,1,on,O
2,1,nothing,O
2,1,but,O
2,1,devil-fish,O
2,1,;,O
2,1,when,O
2,1,the,O
2,1,strong,O
2,1,man,O
2,1,had,O
2,1,caught,O
2,1,more,O
2,1,than,O
2,1,he,O
2,1,needed,O
2,1,",",O
2,1,the,O
2,1,old,O
2,1,man,O
2,1,had,O
2,1,always,O
2,1,plenty,O
2,1,of,O
2,1,meat,O
2,1,",",O
2,1,which,O
2,1,was,O
2,1,given,O
2,1,him,O
2,1,in,O
2,1,exchange,O
2,1,for,O
2,1,his,O
2,1,fish,O
2,1,.,O
2,2,The,O
2,2,strong,O
2,2,one,O
2,2,",",O
2,2,men,O
2,2,say,O
2,2,",",O
2,2,he,O
2,2,who,O
2,2,never,O
2,2,failed,O
2,2,to,O
2,2,catch,O
2,2,seal,O
2,2,when,O
2,2,he,O
2,2,went,O
2,2,out,O
2,2,hunting,O
2,2,",",O
2,2,became,O
2,2,silent,O
2,2,as,O
2,2,time,O
2,2,went,O
2,2,on,O
2,2,",",O
2,2,and,O
2,2,then,O
2,2,very,O
2,2,silent,O
2,2,.,O
2,3,And,O
2,3,this,O
2,3,no,O
2,3,doubt,O
2,3,was,O
2,3,because,O
2,3,he,O
2,3,could,O
2,3,get,O
2,3,no,O
2,3,children,O
2,3,.,O
2,4,The,O
2,4,old,O
2,4,one,O
2,4,was,O
2,4,a,O
2,4,wizard,O
2,4,",",O
2,4,and,O
2,4,one,O
2,4,day,O
2,4,the,O
2,4,strong,O
2,4,one,O
2,4,came,O
2,4,to,O
2,4,him,O
2,4,and,O
2,4,said,O
2,4,:,O
2,4,“,O
2,4,To-morrow,O
2,4,",",O
2,4,when,O
2,4,my,O
2,4,wife,O
2,4,comes,O
2,4,down,O
2,4,to,O
2,4,the,O
2,4,shore,O
2,4,close,O
2,4,by,O
2,4,where,O
2,4,you,O
2,4,are,O
2,4,fishing,O
2,4,",",O
2,4,go,O
2,4,to,O
2,4,her,O
2,4,.,O
2,5,For,O
2,5,this,O
2,5,I,O
2,5,will,O
2,5,give,O
2,5,you,O
2,5,something,O
2,5,of,O
2,5,my,O
2,5,catch,O
2,5,each,O
2,5,day.,O
2,5,”,O
2,5,And,O
2,5,this,O
2,5,no,O
2,5,doubt,O
2,5,was,O
2,5,because,O
2,5,he,O
2,5,wanted,O
2,5,his,O
2,5,wife,O
2,5,to,O
2,5,have,O
2,5,a,O
2,5,child,O
2,5,",",O
2,5,for,O
2,5,he,O
2,5,wished,O
2,5,greatly,O
2,5,to,O
2,5,have,O
2,5,a,O
2,5,child,O
2,5,",",O
2,5,and,O
2,5,could,O
2,5,not,O
2,5,bring,O
2,5,it,O
2,5,about,O
2,5,.,O
2,6,The,O
2,6,old,O
2,6,man,O
2,6,did,O
2,6,not,O
2,6,forget,O
2,6,those,O
2,6,words,O
2,6,which,O
2,6,were,O
2,6,said,O
2,6,to,O
2,6,him,O
2,6,.,O
2,7,And,O
2,7,to,O
2,7,his,O
2,7,wife,O
2,7,also,O
2,7,",",O
2,7,the,O
2,7,strong,O
2,7,one,O
2,7,said,O
2,7,:,O
2,7,“,O
2,7,To-morrow,O
2,7,",",O
2,7,when,O
2,7,the,O
2,7,old,O
2,7,one,O
2,7,is,O
2,7,out,O
2,7,fishing,O
2,7,",",O
2,7,go,O
2,7,you,O
2,7,down,O
2,7,finely,O
2,7,dressed,O
2,7,",",O
2,7,to,O
2,7,the,O
2,7,shore,O
2,7,close,O
2,7,by.,O
2,7,”,O
2,7,And,O
2,7,she,O
2,7,did,O
2,7,it,O
2,7,as,O
2,7,he,O
2,7,had,O
2,7,said,O
2,7,.,O
2,8,When,O
2,8,they,O
2,8,had,O
2,8,slept,O
2,8,and,O
2,8,again,O
2,8,awakened,O
2,8,",",O
2,8,she,O
2,8,watched,O
2,8,to,O
2,8,see,O
2,8,when,O
2,8,the,O
2,8,old,O
2,8,one,O
2,8,went,O
2,8,out,O
2,8,.,O
2,9,And,O
2,9,when,O
2,9,he,O
2,9,rowed,O
2,9,away,O
2,9,",",O
2,9,she,O
2,9,put,O
2,9,on,O
2,9,her,O
2,9,finest,O
2,9,clothes,O
2,9,and,O
2,9,followed,O
2,9,after,O
2,9,him,O
2,9,along,O
2,9,the,O
2,9,shore,O
2,9,.,O
2,10,When,O
2,10,she,O
2,10,came,O
2,10,in,O
2,10,sight,O
2,10,of,O
2,10,him,O
2,10,",",O
2,10,he,O
2,10,lay,O
2,10,out,O
2,10,there,O
2,10,fishing,O
2,10,.,O
2,11,Then,O
2,11,eagerly,O
2,11,she,O
2,11,stood,O
2,11,up,O
2,11,on,O
2,11,the,O
2,11,shore,O
2,11,",",O
2,11,and,O
2,11,looked,O
2,11,out,O
2,11,towards,O
2,11,him,O
2,11,.,O
2,12,And,O
2,12,now,O
2,12,he,O
2,12,looked,O
2,12,at,O
2,12,her,O
2,12,",",O
2,12,and,O
2,12,then,O
2,12,again,O
2,12,out,O
2,12,over,O
2,12,the,O
2,12,sea,O
2,12,",",O
2,12,and,O
2,12,this,O
